DataSet,Algorithm,Fold#,Actual,Guess,Squared Error,Timestamp,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,10,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,7,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,6,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,12,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,13,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,19,13,36,1570646488084,,,,,,
abalone_data.csv,KNN,4,16,10,36,1570646488084,,,,,,
abalone_data.csv,KNN,4,27,17,100,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,12,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,6,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,12,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,7,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,11,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,7,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,12,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,14,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,15,13,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,10,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,11,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,16,36,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,7,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,9,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,15,11,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,20,10,100,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,16,13,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,8,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,21,16,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,19,9,100,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,13,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,16,17,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,9,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,10,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,7,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,15,11,16,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,6,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,14,9,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,13,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,13,8,25,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,5,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,11,13,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,4,5,7,4,1570646488084,,,,,,
abalone_data.csv,KNN,4,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,4,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,17,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,10,36,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,4,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,15,9,36,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,14,18,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,5,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,3,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,7,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,9,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,15,8,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,12,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,5,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,15,11,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,17,10,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,4,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,3,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,14,10,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,5,7,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,6,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,19,10,81,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,8,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,5,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,9,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,9,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,7,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,19,13,36,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,17,18,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,4,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,18,10,64,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,5,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,7,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,5,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,10,36,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,9,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,14,10,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,5,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,17,13,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,11,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,11,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,20,12,64,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,6,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,12,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,5,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,6,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,7,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,6,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,7,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,4,6,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,17,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,15,10,25,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,7,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,8,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,17,25,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,9,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,15,10,25,1570646488084,,,,,,
abalone_data.csv,KNN,5,20,13,49,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,8,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,8,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,5,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,13,10,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,8,16,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,7,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,18,10,64,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,10,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,11,25,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,11,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,12,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,9,0,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,8,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,11,9,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,10,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,10,9,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,7,9,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,3,4,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,12,1,1570646488084,,,,,,
abalone_data.csv,KNN,5,16,14,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,8,10,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,9,11,4,1570646488084,,,,,,
abalone_data.csv,KNN,5,11,12,1,1570646488084,,,,,,
